Cell,r_1,i_2,f_3,r_4,i_5,f_6,r_7,i_8,f_9,r_10,i_11,f_12,r_13,i_14,f_15,SOH
1,20004.453,0.26993,0.02933,0.01999,0.95852,-0.28851,12516.703,0.28093,0.00031,45.3629,0.5643,-0.12624,1.35352,0.7427,-0.03701,90
2,20004.453,0.37243,0.0289,0.01999,0.9395,-0.27158,15829.126,0.40792,0.00036,45.3629,0.61095,-0.10429,1.70952,0.74426,-0.03045,90
2,20004.453,0.46487,0.02491,0.01999,1.13061,-0.28778,15829.126,0.49682,0.00094,45.3629,0.76927,-0.12232,1.35352,0.93068,-0.03703,90
2,20004.453,0.37233,0.02837,0.01999,0.95509,-0.27559,15829.126,0.40627,0.00061,45.3629,0.61042,-0.10273,1.70952,0.74318,-0.03073,90
1,20004.453,0.33605,0.04754,0.01999,1.25268,-0.34584,0.53067,1.15067,-0.00057,35.93134,0.7655,-0.17754,0.84734,1.02009,-0.05441,90
1,20004.453,0.95688,0.03027,0.01999,1.52198,-0.27654,12516.703,0.94375,-0.00195,35.93134,1.20981,-0.10466,1.07079,1.33184,-0.03067,90
1,20004.453,0.89146,0.03238,0.01999,1.4485,-0.26879,12516.703,0.89441,-0.00146,45.3629,1.12131,-0.10507,1.35352,1.26242,-0.02995,90
5,20004.453,0.37773,0.02561,0.01999,1.2688,-0.3223,15829.126,0.40563,0.00192,28.40909,0.81415,-0.16858,0.84734,1.04083,-0.05498,90
2,20004.453,0.37205,0.02833,0.01999,0.94599,-0.26487,15829.126,0.4028,2e-05,45.3629,0.61005,-0.10299,1.70952,0.7431,-0.03064,90
1,20004.453,0.26915,0.03024,0.01999,0.95509,-0.28918,12516.703,0.28214,0.0007,35.93134,0.58827,-0.12734,1.35352,0.74376,-0.03743,90
1,20004.453,0.885,0.03063,0.01999,1.4431,-0.26862,0.20791,1.53012,0.00059,45.3629,1.11552,-0.10445,1.35352,1.25703,-0.02999,90
1,20004.453,0.33847,0.0467,0.01999,1.24639,-0.33146,12516.703,0.36846,0.00276,35.93134,0.76846,-0.17919,0.84734,1.02488,-0.05528,90
1,20004.453,0.91345,0.03097,0.01999,1.48056,-0.26012,12516.703,0.93038,-0.00159,45.3629,1.14417,-0.10442,1.70952,1.28412,-0.03077,90
2,20004.453,0.37139,0.02743,0.01999,0.94418,-0.26491,15829.126,0.40634,0.00049,35.93134,0.62836,-0.10417,1.35352,0.74458,-0.03079,90
1,20004.453,0.34079,0.04652,0.01999,1.23459,-0.3324,12516.703,0.36977,0.00293,28.40909,0.79524,-0.1755,1.07079,1.01203,-0.05471,90
1,20004.453,0.85387,0.03195,0.01999,1.41693,-0.26194,12516.703,0.8659,-0.00049,35.93134,1.10497,-0.10501,1.35352,1.22652,-0.03059,90
1,20004.453,0.26955,0.02845,0.01999,0.95255,-0.29096,12516.703,0.28213,3e-05,35.93134,0.58795,-0.12697,1.35352,0.74327,-0.03803,90
2,20004.453,0.37116,0.02908,0.01999,0.93469,-0.27645,15829.126,0.40291,0.00105,45.3629,0.6069,-0.10345,1.70952,0.74082,-0.03036,90
1,20004.453,0.34164,0.04744,0.01999,1.23959,-0.32874,12516.703,0.37257,0.00361,35.93134,0.76363,-0.17627,1.07079,1.0128,-0.05456,90
1,20004.453,0.26776,0.0295,0.01999,0.95295,-0.28888,12516.703,0.28119,-8e-05,45.3629,0.5633,-0.12643,1.35352,0.74317,-0.03767,89
2,20004.453,0.46349,0.0268,0.01999,1.13291,-0.28544,12516.703,0.47625,-0.00173,45.3629,0.76845,-0.12245,1.35352,0.93168,-0.03682,89
1,20004.453,0.84006,0.03176,0.01999,1.40361,-0.26759,0.03192,1.16322,0.00038,35.93134,1.09074,-0.10556,1.70952,1.21004,-0.031,89
1,20004.453,0.34463,0.04752,0.01999,1.24052,-0.33754,0.67072,1.18343,-0.00145,35.93134,0.76456,-0.17632,0.84734,1.02032,-0.05477,89
1,20004.453,0.79369,0.02987,0.01999,1.36064,-0.26151,12516.703,0.80857,-0.0011,45.3629,1.02374,-0.10456,1.35352,1.16859,-0.03087,89
1,20004.453,0.79737,0.03143,0.01999,1.36527,-0.26894,0.67072,1.41775,-0.00061,35.93134,1.047,-0.10495,1.35352,1.17289,-0.03091,89
1,20004.453,0.26873,0.03,0.01999,0.95441,-0.29717,12516.703,0.28165,-6e-05,35.93134,0.58991,-0.12939,1.07079,0.74945,-0.03838,89
2,20004.453,0.36752,0.02845,0.01999,0.94607,-0.26668,15829.126,0.40273,0.00075,35.93134,0.62648,-0.10432,1.70952,0.74099,-0.03089,89
1,20004.453,0.34066,0.04506,0.01999,1.24597,-0.32881,0.05102,1.25063,0.00024,35.93134,0.76456,-0.17602,1.07079,1.01563,-0.05553,89
5,20004.453,0.37715,0.02716,0.01999,1.26409,-0.31966,0.08153,1.54623,-4e-05,28.40909,0.81218,-0.1684,0.84734,1.04076,-0.05564,89
2,20004.453,0.366,0.02819,0.01999,0.95041,-0.26912,12516.703,0.3825,0.00027,35.93134,0.62396,-0.10381,1.70952,0.74057,-0.03097,89
1,20004.453,0.26928,0.02959,0.01999,0.95665,-0.2985,12516.703,0.2812,0.00032,45.3629,0.56487,-0.12786,1.35352,0.74812,-0.03877,89
1,20004.453,0.34587,0.04778,0.01999,1.25685,-0.34267,1.70952,0.94651,-0.00275,28.40909,0.79779,-0.17644,0.84734,1.02143,-0.05417,89
2,20004.453,0.36599,0.0272,0.01999,0.9367,-0.27237,15829.126,0.40286,-7e-05,45.3629,0.60207,-0.1036,1.70952,0.73987,-0.03026,89
2,20004.453,0.458,0.0258,0.01999,1.13095,-0.28457,15829.126,0.48886,0.00054,35.93134,0.78512,-0.12255,1.35352,0.92727,-0.03746,89
1,20004.453,0.7311,0.03066,0.01999,1.30733,-0.26227,0.84734,1.30425,-0.00072,35.93134,0.98384,-0.10527,1.70952,1.10728,-0.03188,89
5,20004.453,0.37934,0.02596,0.01999,1.26262,-0.32071,15829.126,0.408,0.00198,28.40909,0.81288,-0.16916,0.84734,1.04275,-0.0557,89
1,20004.453,0.3439,0.04818,0.01999,1.26467,-0.34009,12516.703,0.3727,0.00291,28.40909,0.80152,-0.17885,0.84734,1.02767,-0.05499,89
2,20004.453,0.45637,0.02565,0.01999,1.12926,-0.29171,15829.126,0.48804,0.00066,45.3629,0.76038,-0.12342,1.35352,0.92563,-0.03721,89
2,20004.453,0.45905,0.02489,0.01999,1.14618,-0.28728,15829.126,0.49005,0.00097,45.3629,0.76599,-0.12474,1.35352,0.93261,-0.03727,89
5,20004.453,0.37898,0.0258,0.01999,1.25068,-0.32782,15829.126,0.40939,0.00203,28.40909,0.80986,-0.16753,1.07079,1.02872,-0.05443,89
1,20004.453,0.71086,0.03065,0.01999,1.28692,-0.26301,12516.703,0.74652,-0.00041,35.93134,0.9612,-0.10647,1.35352,1.08772,-0.03133,89
1,20004.453,0.34457,0.04778,0.01999,1.24569,-0.33964,0.41976,1.33532,0.00059,35.93134,0.76858,-0.17911,1.07079,1.02296,-0.05596,89
1,20004.453,0.70111,0.03061,0.01999,1.2717,-0.27901,0.41976,1.22952,-0.00148,35.93134,0.952,-0.10632,1.35352,1.07763,-0.0309,89
1,20004.453,0.6784,0.03001,0.01999,1.24706,-0.26968,12516.703,0.70177,-0.00155,35.93134,0.9282,-0.10719,1.70952,1.0538,-0.03116,89
2,20004.453,0.36476,0.02774,0.01999,0.93894,-0.27422,0.84734,0.90939,6e-05,45.3629,0.60338,-0.10452,1.70952,0.74195,-0.03102,89
1,20004.453,0.2689,0.02923,0.01999,0.95938,-0.29286,12516.703,0.28118,-0.00091,35.93134,0.5883,-0.12848,1.07079,0.75244,-0.03816,89
1,20004.453,0.2702,0.02928,0.01999,0.95896,-0.29918,12516.703,0.28139,-0.00086,45.3629,0.56497,-0.12963,1.35352,0.74852,-0.03828,89
2,20004.453,0.36491,0.02781,0.01999,0.94517,-0.26757,12516.703,0.37562,0.00038,45.3629,0.60207,-0.10478,1.35352,0.74421,-0.03142,89
2,20004.453,0.36442,0.02683,0.01999,0.95081,-0.2692,15829.126,0.39648,-0.00021,35.93134,0.62192,-0.10574,1.70952,0.7428,-0.03102,89
1,20004.453,0.68073,0.03033,0.01999,1.25915,-0.26324,15829.126,0.69897,0.00186,35.93134,0.93207,-0.10713,1.35352,1.06052,-0.03143,89
1,20004.453,0.67272,0.03111,0.01999,1.24737,-0.26976,0.84734,1.27245,-0.0001,45.3629,0.90453,-0.10709,1.35352,1.05443,-0.0314,89
1,20004.453,0.34776,0.04701,0.01999,1.25412,-0.33246,12516.703,0.37656,0.00174,35.93134,0.76985,-0.18019,0.84734,1.0322,-0.05573,89
2,20004.453,0.36337,0.02786,0.01999,0.94593,-0.26748,15829.126,0.40093,0.00014,45.3629,0.60171,-0.10594,1.35352,0.7441,-0.03046,89
5,20004.453,0.3838,0.02718,0.01999,1.25875,-0.32,15829.126,0.41058,0.00158,28.40909,0.81189,-0.16766,0.84734,1.03891,-0.05482,89
2,20004.453,0.45067,0.02667,0.01999,1.12872,-0.28579,15829.126,0.48188,0.00092,45.3629,0.75386,-0.12484,1.35352,0.92194,-0.03765,89
2,20004.453,0.45024,0.02554,0.01999,1.13217,-0.29343,15829.126,0.48143,0.00047,45.3629,0.75532,-0.12521,1.70952,0.92478,-0.0376,89
1,20004.453,0.65714,0.03024,0.01999,1.23063,-0.27325,0.67072,1.25117,0.00058,35.93134,0.9119,-0.10939,1.70952,1.03839,-0.03131,89
2,20004.453,0.44954,0.02444,0.01999,1.12381,-0.28778,15829.126,0.48258,0.00094,35.93134,0.7769,-0.12339,1.35352,0.92297,-0.03843,89
1,20004.453,0.70122,0.02929,0.01999,1.28882,-0.26629,0.41976,1.31608,-0.00025,35.93134,0.95429,-0.10901,1.35352,1.08312,-0.0317,88
1,20004.453,0.26878,0.0291,0.01999,0.95896,-0.31212,12516.703,0.28186,5e-05,35.93134,0.58961,-0.13056,1.35352,0.75013,-0.03903,88
1,20004.453,0.34708,0.04719,0.01999,1.25182,-0.33514,0.41976,1.34356,0.00068,35.93134,0.76941,-0.17883,0.84734,1.03202,-0.05602,88
1,20004.453,0.68815,0.03098,0.01999,1.26148,-0.26836,12516.703,0.7178,-0.00142,35.93134,0.93946,-0.10846,1.35352,1.06976,-0.0316,88
2,20004.453,0.36304,0.02814,0.01999,0.94175,-0.27108,12516.703,0.37402,-9e-05,35.93134,0.62294,-0.10586,1.70952,0.74204,-0.0318,88
1,20004.453,0.34693,0.04632,0.01999,1.25669,-0.33283,12516.703,0.37285,0.00292,35.93134,0.76849,-0.17954,1.07079,1.02761,-0.05613,88
1,20004.453,0.68332,0.0292,0.01999,1.27348,-0.27426,12516.703,0.68794,-0.00211,35.93134,0.93566,-0.10831,1.35352,1.06651,-0.03165,88
2,20004.453,0.36302,0.02852,0.01999,0.94271,-0.27345,15829.126,0.39817,0.00023,35.93134,0.62214,-0.10575,1.70952,0.7436,-0.03183,88
1,20004.453,0.2705,0.0291,0.01999,0.96392,-0.29324,12516.703,0.28202,-0.00065,35.93134,0.59045,-0.12997,1.35352,0.75248,-0.03871,88
1,20004.453,0.3456,0.04618,0.01999,1.25248,-0.33654,2.16054,1.06913,-0.00068,28.40909,0.8008,-0.1793,0.84734,1.03253,-0.05582,88
2,20004.453,0.36256,0.02675,0.01999,0.94624,-0.26943,12516.703,0.37418,-0.00014,35.93134,0.6221,-0.10702,1.35352,0.7479,-0.03171,88
2,20004.453,0.45259,0.02535,0.01999,1.12928,-0.29291,15829.126,0.48058,0.00076,45.3629,0.75492,-0.12435,1.35352,0.92559,-0.03834,88
2,20004.453,0.36418,0.02741,0.01999,0.95088,-0.26938,0.84734,0.93567,9e-05,35.93134,0.62201,-0.10644,1.35352,0.7465,-0.03135,88
1,20004.453,0.34597,0.04588,0.01999,1.25048,-0.34821,0.67072,1.27174,0.00022,28.40909,0.80015,-0.17925,0.84734,1.03247,-0.056,88
1,20004.453,0.26866,0.03071,0.01999,0.95966,-0.29785,12516.703,0.2837,-0.00035,35.93134,0.58602,-0.12855,1.07079,0.75379,-0.03876,88
1,20004.453,0.67326,0.02945,0.01999,1.2504,-0.27182,15829.126,0.70466,0.00207,35.93134,0.92589,-0.1089,1.35352,1.05644,-0.03249,88
1,20004.453,0.68951,0.02969,0.01999,1.27407,-0.28283,0.08153,1.23354,-0.00117,35.93134,0.94216,-0.11015,1.70952,1.07219,-0.03233,88
1,20004.453,0.34747,0.04592,0.01999,1.26728,-0.33386,0.04042,0.27968,-0.0011,28.40909,0.80118,-0.18121,0.84734,1.03348,-0.05643,88
1,20004.453,0.26986,0.02703,0.01999,0.96642,-0.29222,12516.703,0.28267,-0.00047,35.93134,0.58762,-0.13109,1.07079,0.7549,-0.03891,88
1,20004.453,0.68688,0.02987,0.01999,1.26799,-0.27172,15829.126,0.72236,0.00135,35.93134,0.94091,-0.11084,1.35352,1.07387,-0.03177,88
1,20004.453,0.6574,0.03089,0.01999,1.23674,-0.27051,12516.703,0.66846,-0.00171,35.93134,0.91095,-0.10993,1.07079,1.04539,-0.032,88
1,20004.453,0.27002,0.02748,0.01999,0.968,-0.2925,12516.703,0.2821,-0.00117,35.93134,0.58646,-0.13061,1.35352,0.75167,-0.0387,88
2,20004.453,0.44956,0.02584,0.01999,1.13143,-0.29415,15829.126,0.48028,0.0001,35.93134,0.7783,-0.12597,1.07079,0.92992,-0.03871,88
1,20004.453,0.68311,0.02895,0.01999,1.27033,-0.26673,12516.703,0.69122,-0.00191,35.93134,0.93512,-0.11181,1.70952,1.06631,-0.03245,88
5,20004.453,0.38487,0.02578,0.01999,1.27161,-0.32266,15829.126,0.41095,0.0012,28.40909,0.8186,-0.17056,0.84734,1.05187,-0.05606,88
1,20004.453,0.34691,0.04628,0.01999,1.25411,-0.35237,0.67072,1.19521,-0.00032,35.93134,0.7672,-0.17965,1.07079,1.02897,-0.05586,88
1,20004.453,0.34725,0.04562,0.01999,1.26108,-0.33364,12516.703,0.37632,0.00323,28.40909,0.80074,-0.17998,0.84734,1.03576,-0.05629,88
1,20004.453,0.35201,0.04796,0.01999,1.25224,-0.33555,12516.703,0.38259,0.00324,35.93134,0.76477,-0.1787,1.07079,1.02574,-0.05527,88
1,20004.453,0.6851,0.03017,0.01999,1.26663,-0.2703,12516.703,0.69712,0.00077,35.93134,0.93724,-0.11036,1.70952,1.0706,-0.03252,88
1,20004.453,0.35388,0.04757,0.01999,1.26378,-0.33229,12516.703,0.38276,0.0038,28.40909,0.80055,-0.17965,0.84734,1.03241,-0.05592,88
2,20004.453,0.36428,0.0259,0.01999,0.94811,-0.27755,12516.703,0.37479,6e-05,35.93134,0.62323,-0.10665,1.70952,0.74723,-0.03218,88
1,20004.453,0.35066,0.04664,0.01999,1.25304,-0.35357,12516.703,0.37869,0.00347,28.40909,0.79854,-0.17847,1.07079,1.02693,-0.05523,88
1,20004.453,0.3465,0.0468,0.01999,1.25883,-0.3419,12516.703,0.37551,0.00408,28.40909,0.79993,-0.18008,0.84734,1.03417,-0.05571,88
1,20004.453,0.34622,0.04809,0.01999,1.26001,-0.34151,1.07079,1.1913,-0.00231,28.40909,0.79997,-0.18116,0.84734,1.0353,-0.05577,88
2,20004.453,0.44811,0.02584,0.01999,1.12925,-0.28921,15829.126,0.4789,4e-05,35.93134,0.7748,-0.12623,1.35352,0.92519,-0.03817,88
2,20004.453,0.3634,0.02637,0.01999,0.94458,-0.2842,12516.703,0.3755,-4e-05,35.93134,0.62323,-0.10593,1.70952,0.74653,-0.03164,88
2,20004.453,0.36261,0.02711,0.01999,0.96363,-0.28382,15829.126,0.39908,-0.00073,35.93134,0.62284,-0.10683,1.70952,0.74788,-0.0324,88
1,20004.453,0.34785,0.04632,0.01999,1.25478,-0.3422,2.16054,0.98671,0.00231,35.93134,0.76619,-0.18017,0.84734,1.03502,-0.0565,88
1,20004.453,0.6928,0.02869,0.01999,1.28089,-0.26628,15829.126,0.70536,0.00033,28.40909,0.96987,-0.10976,1.35352,1.08256,-0.03243,88
2,20004.453,0.44536,0.0249,0.01999,1.12905,-0.29356,15829.126,0.47587,-0.00037,45.3629,0.74977,-0.12553,1.35352,0.92506,-0.03868,88
1,20004.453,0.27039,0.02878,0.01999,0.97684,-0.3159,12516.703,0.28259,-0.00052,35.93134,0.58817,-0.13032,1.35352,0.75469,-0.03872,88
1,20004.453,0.66644,0.02886,0.01999,1.25098,-0.27317,0.53067,1.23455,0.00013,35.93134,0.9193,-0.11022,1.07079,1.05843,-0.03297,88
5,20004.453,0.38593,0.02517,0.01999,1.27509,-0.33854,15829.126,0.41265,0.00232,28.40909,0.81749,-0.16828,0.84734,1.04568,-0.05438,88
5,20004.453,0.386,0.02704,0.01999,1.27491,-0.33085,15829.126,0.40989,0.00142,35.93134,0.78904,-0.17046,0.84734,1.05408,-0.05534,88
2,20004.453,0.36227,0.0261,0.01999,0.95726,-0.27067,15829.126,0.39707,1e-05,45.3629,0.60136,-0.10697,1.70952,0.74783,-0.03208,88
1,20004.453,0.65939,0.02892,0.01999,1.24799,-0.26647,0.06443,1.03338,-0.00021,35.93134,0.91122,-0.11061,1.35352,1.04784,-0.0322,88
1,20004.453,0.34833,0.04694,0.01999,1.27132,-0.33456,12516.703,0.37752,0.00251,28.40909,0.80012,-0.18159,0.84734,1.03682,-0.05589,88
2,20004.453,0.44588,0.02534,0.01999,1.14183,-0.29811,15829.126,0.47555,0.00107,35.93134,0.77236,-0.12667,1.35352,0.92363,-0.0385,87
5,20004.453,0.38564,0.02552,0.01999,1.27406,-0.32487,15829.126,0.41418,0.00198,28.40909,0.81637,-0.16818,0.84734,1.04402,-0.05541,87
1,20004.453,0.35066,0.04771,0.01999,1.2666,-0.33351,12516.703,0.37693,0.00305,28.40909,0.80177,-0.18051,1.07079,1.03356,-0.05713,87
1,20004.453,0.35003,0.04657,0.01999,1.26158,-0.3426,2.16054,0.98955,-3e-05,28.40909,0.80051,-0.18142,0.84734,1.03865,-0.05578,87
1,20004.453,0.27095,0.02781,0.01999,0.96889,-0.30199,12516.703,0.28237,-0.00053,35.93134,0.58999,-0.13316,1.07079,0.76135,-0.03935,87
2,20004.453,0.44248,0.02442,0.01999,1.12857,-0.29587,15829.126,0.47415,0.00048,35.93134,0.77132,-0.1257,1.07079,0.92679,-0.03901,87
2,20004.453,0.36152,0.02559,0.01999,0.95151,-0.27787,12516.703,0.37478,5e-05,35.93134,0.62303,-0.10927,1.35352,0.75215,-0.0318,87
1,20004.453,0.35371,0.04599,0.01999,1.25967,-0.34206,12516.703,0.38329,0.00357,28.40909,0.79752,-0.18192,0.84734,1.03705,-0.05524,87
1,20004.453,0.63687,0.0292,0.01999,1.23035,-0.2671,15829.126,0.66797,0.00047,35.93134,0.89016,-0.11111,1.35352,1.03022,-0.03277,87
2,20004.453,0.36407,0.02582,0.01999,0.96129,-0.29011,12516.703,0.37906,-0.00067,35.93134,0.62216,-0.10953,1.70952,0.7504,-0.03229,87
1,20004.453,0.64069,0.02964,0.01999,1.22955,-0.26916,15829.126,0.65976,0.00051,35.93134,0.89311,-0.11092,1.35352,1.03356,-0.03277,87
2,20004.453,0.36327,0.02527,0.01999,0.95615,-0.27147,12516.703,0.37914,-0.00037,35.93134,0.62244,-0.10814,1.35352,0.75345,-0.03214,87
1,20004.453,0.27003,0.02857,0.01999,0.97788,-0.29397,12516.703,0.28554,-0.00086,35.93134,0.58765,-0.13104,1.35352,0.75732,-0.03927,87
1,20004.453,0.27169,0.02736,0.01999,0.97489,-0.29459,12516.703,0.28391,-0.00183,35.93134,0.59,-0.13275,1.07079,0.76366,-0.03968,87
5,20004.453,0.38584,0.02559,0.01999,1.27612,-0.33185,1.35352,1.16638,0.0011,28.40909,0.82149,-0.17126,0.84734,1.05638,-0.0558,87
2,20004.453,0.44235,0.02505,0.01999,1.13588,-0.28905,15829.126,0.4731,0.0004,45.3629,0.74352,-0.12676,1.35352,0.92292,-0.03885,87
1,20004.453,0.64202,0.0287,0.01999,1.22951,-0.27065,15829.126,0.66805,0.00019,35.93134,0.89479,-0.11267,1.35352,1.03607,-0.03313,87
1,20004.453,0.35624,0.04787,0.01999,1.26703,-0.33555,2.16054,1.07878,0.0011,28.40909,0.80239,-0.18303,1.07079,1.03769,-0.05647,87
5,20004.453,0.38628,0.02601,0.01999,1.27252,-0.32241,15829.126,0.41529,-0.00064,28.40909,0.81586,-0.16873,0.84734,1.04501,-0.05508,87
1,20004.453,0.27024,0.02772,0.01999,0.98666,-0.30186,12516.703,0.28363,-0.00092,35.93134,0.58675,-0.13221,1.07079,0.76161,-0.03976,87
1,20004.453,0.65789,0.02774,0.01999,1.25505,-0.28498,0.05102,0.97906,-5e-05,35.93134,0.9118,-0.11202,1.35352,1.05102,-0.03308,87
2,20004.453,0.45548,0.02577,0.01999,1.13929,-0.29473,15829.126,0.48854,0.00084,35.93134,0.77859,-0.12759,1.35352,0.9344,-0.03849,87
1,20004.453,0.35513,0.04787,0.01999,1.26919,-0.35632,12516.703,0.38276,0.00253,28.40909,0.80539,-0.18162,1.07079,1.04151,-0.05637,87
2,20004.453,0.36422,0.02608,0.01999,0.95636,-0.2703,12516.703,0.37451,-0.0,35.93134,0.62236,-0.10856,1.35352,0.75349,-0.03217,87
2,20004.453,0.44756,0.02618,0.01999,1.1311,-0.30625,15829.126,0.47925,0.0004,35.93134,0.76864,-0.12735,1.35352,0.92501,-0.0388,87
2,20004.453,0.36422,0.0254,0.01999,0.96114,-0.27115,12516.703,0.37573,6e-05,35.93134,0.62403,-0.10939,1.70952,0.75128,-0.03211,87
2,20004.453,0.44276,0.02532,0.01999,1.12762,-0.30412,15829.126,0.47644,-6e-05,35.93134,0.76916,-0.12658,1.35352,0.92337,-0.03858,87
1,20004.453,0.27153,0.02851,0.01999,0.98517,-0.29773,12516.703,0.28488,-0.00028,35.93134,0.58948,-0.13155,1.35352,0.75897,-0.03975,87
1,20004.453,0.3532,0.04775,0.01999,1.28875,-0.34559,12516.703,0.38332,0.00217,28.40909,0.80446,-0.18394,0.84734,1.04727,-0.05654,87
1,20004.453,0.66235,0.02845,0.01999,1.26162,-0.28609,15829.126,0.67813,-0.00057,35.93134,0.91601,-0.11215,1.35352,1.05731,-0.03285,87
2,20004.453,0.36395,0.02532,0.01999,0.97098,-0.27883,12516.703,0.3755,0.00027,35.93134,0.6238,-0.10968,1.35352,0.756,-0.0329,87
1,20004.453,0.69344,0.02957,0.01999,1.28513,-0.27533,0.67072,1.27939,-2e-05,35.93134,0.94581,-0.11231,1.35352,1.0898,-0.03337,87
2,20004.453,0.36428,0.02548,0.01999,0.96404,-0.27255,0.13007,0.80399,-0.00043,35.93134,0.62384,-0.11032,1.35352,0.75762,-0.03258,87
1,20004.453,0.66583,0.02936,0.01999,1.2565,-0.27226,15829.126,0.70469,-0.00011,28.40909,0.9414,-0.11258,1.35352,1.06176,-0.03328,87
1,20004.453,0.66827,0.02912,0.01999,1.26125,-0.27635,15829.126,0.70819,0.00032,35.93134,0.92413,-0.11234,1.35352,1.0652,-0.03312,87
1,20004.453,0.35258,0.04661,0.01999,1.26699,-0.33768,2.16054,1.00879,0.00293,28.40909,0.79979,-0.18219,0.84734,1.04303,-0.05671,87
2,20004.453,0.44462,0.02438,0.01999,1.14844,-0.30068,15829.126,0.47391,-0.00011,35.93134,0.77104,-0.12902,1.35352,0.92862,-0.03856,87
1,20004.453,0.35391,0.04731,0.01999,1.26663,-0.34053,0.84734,1.24104,0.00179,28.40909,0.79919,-0.18262,1.07079,1.03886,-0.0564,87
2,20004.453,0.44389,0.02503,0.01999,1.1335,-0.29643,15829.126,0.47525,0.00027,35.93134,0.77133,-0.12779,1.07079,0.93146,-0.03887,87
1,20004.453,0.353,0.04885,0.01999,1.27541,-0.34265,12516.703,0.37919,0.00254,28.40909,0.80329,-0.18576,0.84734,1.05193,-0.05726,87
1,20004.453,0.66331,0.02848,0.01999,1.25479,-0.27535,15829.126,0.68485,0.00059,35.93134,0.91591,-0.11355,1.35352,1.05922,-0.03324,87
1,20004.453,0.2719,0.02654,0.01999,0.9726,-0.31456,12516.703,0.28431,-0.00074,35.93134,0.58898,-0.13519,1.35352,0.76289,-0.03917,87
2,20004.453,0.36428,0.02522,0.01999,0.957,-0.29111,12516.703,0.37667,0.00037,35.93134,0.62447,-0.11062,1.70952,0.75316,-0.0325,87
1,20004.453,0.69369,0.02859,0.01999,1.29095,-0.26882,15829.126,0.71334,0.00026,28.40909,0.97116,-0.11211,1.35352,1.08981,-0.03293,87
2,20004.453,0.36406,0.02529,0.01999,0.9585,-0.27956,12516.703,0.37936,-0.00012,35.93134,0.62419,-0.11088,1.35352,0.75816,-0.03228,87
2,20004.453,0.36314,0.0256,0.01999,0.9692,-0.29146,12516.703,0.37984,-0.00033,35.93134,0.62357,-0.10897,1.35352,0.75668,-0.03291,87
1,20004.453,0.35549,0.04646,0.01999,1.28159,-0.33644,0.67072,1.22708,0.00045,28.40909,0.80506,-0.18524,0.84734,1.05211,-0.05755,87
1,20004.453,0.35448,0.0471,0.01999,1.27865,-0.3367,12516.703,0.38104,0.00228,28.40909,0.8043,-0.18561,0.84734,1.0513,-0.05761,87
2,20004.453,0.46083,0.02426,0.01999,1.14821,-0.29555,15829.126,0.48963,9e-05,35.93134,0.78396,-0.12883,1.07079,0.94609,-0.03911,87
1,20004.453,0.35171,0.04756,0.01999,1.27181,-0.33601,1.35352,1.16376,0.00165,28.40909,0.79916,-0.18394,0.84734,1.04358,-0.0571,86
2,20004.453,0.45624,0.02508,0.01999,1.14277,-0.29922,15829.126,0.48955,0.00012,35.93134,0.77977,-0.12796,1.35352,0.93925,-0.03876,86
1,20004.453,0.6735,0.02947,0.01999,1.28163,-0.27819,15829.126,0.70343,-0.00023,28.40909,0.95039,-0.11324,1.35352,1.07023,-0.03341,86
1,20004.453,0.27053,0.0283,0.01999,0.98647,-0.29626,12516.703,0.2851,-0.00018,28.40909,0.61637,-0.13476,1.07079,0.76804,-0.04029,86
2,20004.453,0.45607,0.02482,0.01999,1.14928,-0.29428,15829.126,0.48759,-0.0002,35.93134,0.7819,-0.12951,1.35352,0.94271,-0.0393,86
2,20004.453,0.36532,0.02422,0.01999,0.96722,-0.27275,12516.703,0.37884,-0.00029,35.93134,0.62384,-0.11061,1.35352,0.75757,-0.0327,86
1,20004.453,0.35337,0.04783,0.01999,1.28464,-0.34235,2.16054,1.00036,-0.00237,28.40909,0.79636,-0.18532,0.84734,1.04462,-0.05649,86
2,20004.453,0.46002,0.02394,0.01999,1.1594,-0.30521,15829.126,0.49076,-0.00076,35.93134,0.78126,-0.12821,1.35352,0.94046,-0.03954,86
2,20004.453,0.36265,0.02586,0.01999,0.96092,-0.27997,12516.703,0.38222,-0.00046,35.93134,0.6233,-0.11235,1.35352,0.76121,-0.03278,86
1,20004.453,0.27156,0.0276,0.01999,0.99477,-0.30075,12516.703,0.28504,-0.00106,35.93134,0.58963,-0.13508,1.35352,0.76603,-0.04006,86
1,20004.453,0.34986,0.0462,0.01999,1.27924,-0.34461,12516.703,0.37884,0.00246,28.40909,0.80059,-0.18756,0.84734,1.05533,-0.05772,86
1,20004.453,0.27031,0.02842,0.01999,0.98815,-0.29735,0.53067,0.91882,0.00118,28.40909,0.61543,-0.13461,1.35352,0.76359,-0.03978,86
2,20004.453,0.36521,0.02601,0.01999,0.96017,-0.28063,0.67072,0.93736,3e-05,35.93134,0.62451,-0.11059,1.70952,0.75682,-0.03276,86
5,20004.453,0.39753,0.02132,0.01999,1.27903,-0.33165,15829.126,0.42299,-0.00013,28.40909,0.82628,-0.17015,0.84734,1.06018,-0.05502,86
1,20004.453,0.27116,0.02696,0.01999,0.98253,-0.2964,12516.703,0.28546,-0.00176,35.93134,0.58901,-0.1341,1.07079,0.76806,-0.04049,86
