Battery,Cell,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,Temperature,SOH
5,1,15829.126,0.28256,-0.0072,12516.703,0.28845,0.00568,9909.4424,0.29669,0.01667,7835.48,0.30437,0.02539,6217.2461,0.31206,0.03106,4905.291,0.31892,0.03621,3881.2737,0.3279,0.04259,3070.9827,0.33539,0.04718,2430.7778,0.34459,0.05139,1923.1537,0.35215,0.05564,1522.4358,0.36168,0.05966,1203.8446,0.37296,0.06427,952.86591,0.38046,0.06637,754.27557,0.3919,0.07303,596.71857,0.40316,0.07418,471.96338,0.41417,0.07986,373.20856,0.42715,0.08089,295.47278,0.43811,0.08741,233.87738,0.44983,0.09036,185.05922,0.46244,0.0961,146.35823,0.47599,0.09971,115.77804,0.4918,0.10551,91.6721,0.50771,0.11128,72.51701,0.52654,0.11846,57.36816,0.54566,0.12496,45.3629,0.5695,0.12864,35.93134,0.59326,0.13034,28.40909,0.61965,0.12941,22.48202,0.64412,0.12464,17.79613,0.66707,0.11626,14.06813,0.68703,0.10551,11.1448,0.70321,0.09239,8.81772,0.71789,0.08333,6.97545,0.72394,0.07535,5.5173,0.73079,0.06477,4.36941,0.73962,0.05506,3.45686,0.74901,0.04956,2.73547,0.75516,0.04971,2.16054,0.75534,0.05118,1.70952,0.7541,0.04905,1.35352,0.7537,0.043,1.07079,0.75777,0.03675,0.84734,0.7685,0.03102,0.67072,0.7825,0.03159,0.53067,0.80092,0.04253,0.41976,0.8126,0.06602,0.33183,0.80888,0.09459,0.26261,0.78984,0.11732,0.20791,0.76159,0.11976,0.16452,0.73941,0.09859,0.13007,0.7429,0.057,0.10309,0.78876,0.01224,0.08153,0.88395,-0.00557,0.06443,1.00495,0.03209,0.05102,1.13487,0.16968,0.04042,1.17625,0.39812,0.03192,1.066,0.65334,0.02528,0.7824,0.81359,0.01999,0.38935,0.73893,35,85
5,2,15829.126,0.38623,-0.00396,12516.703,0.39246,0.00757,9909.4424,0.40109,0.0161,7835.48,0.40827,0.02204,6217.2461,0.41661,0.02829,4905.291,0.42235,0.03249,3881.2737,0.42887,0.03791,3070.9827,0.4357,0.04127,2430.7778,0.44411,0.04422,1923.1537,0.45169,0.04612,1522.4358,0.4589,0.0488,1203.8446,0.46554,0.04996,952.86591,0.47371,0.0547,754.27557,0.48198,0.05637,596.71857,0.49008,0.05854,471.96338,0.49798,0.06026,373.20856,0.50645,0.06412,295.47278,0.51614,0.06834,233.87738,0.52474,0.07225,185.05922,0.53555,0.07835,146.35823,0.54533,0.08302,115.77804,0.55718,0.08818,91.6721,0.56952,0.09589,72.51701,0.58442,0.10368,57.36816,0.60037,0.11224,45.3629,0.62037,0.12065,35.93134,0.64166,0.12588,28.40909,0.66607,0.1312,22.48202,0.69362,0.13217,17.79613,0.71899,0.12703,14.06813,0.74337,0.11974,11.1448,0.76337,0.10765,8.81772,0.78162,0.096,6.97545,0.79397,0.08498,5.5173,0.80415,0.07444,4.36941,0.81118,0.06362,3.45686,0.81861,0.0554,2.73547,0.82371,0.0497,2.16054,0.82782,0.04531,1.70952,0.83056,0.04241,1.35352,0.83468,0.04018,1.07079,0.83782,0.04052,0.84734,0.84101,0.04118,0.67072,0.84318,0.04316,0.53067,0.84661,0.04561,0.41976,0.8513,0.05012,0.33183,0.85539,0.05673,0.26261,0.86045,0.06402,0.20791,0.86689,0.07193,0.16452,0.87546,0.08355,0.13007,0.88616,0.09916,0.10309,0.89451,0.11819,0.08153,0.90375,0.13772,0.06443,0.91661,0.15838,0.05102,0.93594,0.17867,0.04042,0.96019,0.20501,0.03192,0.98534,0.23479,0.02528,1.01754,0.26298,0.01999,1.06135,0.29456,45,77
5,2,15829.126,0.47064,-0.00374,12516.703,0.47586,0.00936,9909.4424,0.48436,0.01991,7835.48,0.49122,0.02664,6217.2461,0.49796,0.0331,4905.291,0.50652,0.0389,3881.2737,0.51413,0.04491,3070.9827,0.52347,0.05002,2430.7778,0.53137,0.05439,1923.1537,0.5406,0.05876,1522.4358,0.54893,0.06225,1203.8446,0.5613,0.06879,952.86591,0.56977,0.07089,754.27557,0.58249,0.07459,596.71857,0.59313,0.07683,471.96338,0.6043,0.08191,373.20856,0.61683,0.08402,295.47278,0.62992,0.0887,233.87738,0.64302,0.09153,185.05922,0.65644,0.09588,146.35823,0.67081,0.10109,115.77804,0.68527,0.1053,91.6721,0.70281,0.11393,72.51701,0.71936,0.11962,57.36816,0.73977,0.1241,45.3629,0.76361,0.12706,35.93134,0.78553,0.13017,28.40909,0.81346,0.12897,22.48202,0.83567,0.12527,17.79613,0.85795,0.11642,14.06813,0.87937,0.10756,11.1448,0.89249,0.09614,8.81772,0.90926,0.08504,6.97545,0.91668,0.07711,5.5173,0.92485,0.0683,4.36941,0.93245,0.05822,3.45686,0.94068,0.0525,2.73547,0.94851,0.05069,2.16054,0.95179,0.05215,1.70952,0.94968,0.05162,1.35352,0.949,0.04741,1.07079,0.9516,0.04057,0.84734,0.95982,0.0339,0.67072,0.97332,0.03247,0.53067,0.99336,0.04034,0.41976,1.00887,0.06105,0.33183,1.011,0.09103,0.26261,0.99592,0.1183,0.20791,0.96785,0.12976,0.16452,0.94117,0.11603,0.13007,0.93425,0.07877,0.10309,0.96825,0.03061,0.08153,1.05248,-0.00133,0.06443,1.16761,0.01371,0.05102,1.31082,0.11904,0.04042,1.39338,0.3273,0.03192,1.33967,0.58991,0.02528,1.11807,0.79849,0.01999,0.753,0.83123,35,84
5,2,15829.126,0.48291,0.00285,12516.703,0.49082,0.01391,9909.4424,0.4994,0.02376,7835.48,0.50837,0.0309,6217.2461,0.51512,0.03805,4905.291,0.52418,0.04382,3881.2737,0.53266,0.04938,3070.9827,0.54129,0.05302,2430.7778,0.55201,0.05725,1923.1537,0.55983,0.06194,1522.4358,0.56972,0.06641,1203.8446,0.57967,0.06882,952.86591,0.59146,0.07447,754.27557,0.60049,0.07743,596.71857,0.6125,0.08214,471.96338,0.62561,0.08607,373.20856,0.63923,0.08963,295.47278,0.65342,0.09292,233.87738,0.66631,0.09786,185.05922,0.68051,0.10297,146.35823,0.69561,0.10807,115.77804,0.70935,0.11461,91.6721,0.72487,0.11979,72.51701,0.73859,0.1259,57.36816,0.75885,0.13596,45.3629,0.77672,0.14698,35.93134,0.79644,0.15941,28.40909,0.82164,0.17409,22.48202,0.85018,0.18794,17.79613,0.88491,0.20131,14.06813,0.92279,0.21199,11.1448,0.96364,0.21774,8.81772,1.00831,0.21768,6.97545,1.05098,0.20778,5.5173,1.0892,0.19821,4.36941,1.12401,0.17963,3.45686,1.15249,0.1632,2.73547,1.17371,0.14303,2.16054,1.19287,0.12389,1.70952,1.20729,0.10881,1.35352,1.21722,0.09635,1.07079,1.22496,0.08629,0.84734,1.23131,0.07858,0.67072,1.23657,0.07406,0.53067,1.24194,0.07197,0.41976,1.24711,0.07191,0.33183,1.25247,0.07375,0.26261,1.25972,0.07912,0.20791,1.26844,0.08848,0.16452,1.27607,0.10309,0.13007,1.28159,0.11834,0.10309,1.28984,0.13351,0.08153,1.3041,0.15069,0.06443,1.32207,0.17402,0.05102,1.34307,0.20164,0.04042,1.36813,0.22869,0.03192,1.40801,0.25768,0.02528,1.45757,0.29979,0.01999,1.50708,0.35632,35,80
5,2,15829.126,0.48498,0.00381,12516.703,0.49433,0.01352,9909.4424,0.50094,0.02306,7835.48,0.50992,0.03288,6217.2461,0.5186,0.03792,4905.291,0.5259,0.04452,3881.2737,0.53401,0.04777,3070.9827,0.54311,0.05415,2430.7778,0.55381,0.05741,1923.1537,0.56332,0.06275,1522.4358,0.57377,0.06585,1203.8446,0.5813,0.06993,952.86591,0.59408,0.07427,754.27557,0.60505,0.07784,596.71857,0.61596,0.08208,471.96338,0.62865,0.08502,373.20856,0.64128,0.08956,295.47278,0.65424,0.0942,233.87738,0.6686,0.09888,185.05922,0.68103,0.10195,146.35823,0.69596,0.10738,115.77804,0.71084,0.113,91.6721,0.72637,0.11908,72.51701,0.74306,0.127,57.36816,0.76048,0.13705,45.3629,0.77867,0.14736,35.93134,0.79838,0.16062,28.40909,0.82325,0.17351,22.48202,0.85095,0.19059,17.79613,0.88436,0.20464,14.06813,0.92372,0.21492,11.1448,0.96694,0.22296,8.81772,1.01069,0.22475,6.97545,1.05663,0.22108,5.5173,1.09588,0.20378,4.36941,1.1318,0.19021,3.45686,1.16148,0.16893,2.73547,1.18831,0.14918,2.16054,1.2075,0.13121,1.70952,1.22062,0.11544,1.35352,1.23066,0.10055,1.07079,1.2397,0.0895,0.84734,1.24679,0.08159,0.67072,1.25286,0.07643,0.53067,1.25831,0.07317,0.41976,1.26489,0.07284,0.33183,1.2714,0.0771,0.26261,1.2763,0.08437,0.20791,1.28062,0.0932,0.16452,1.28682,0.10206,0.13007,1.29655,0.11453,0.10309,1.30836,0.13152,0.08153,1.3217,0.15155,0.06443,1.34016,0.1751,0.05102,1.36692,0.19858,0.04042,1.40218,0.23491,0.03192,1.43624,0.28306,0.02528,1.46342,0.33061,0.01999,1.49458,0.36888,35,79
5,2,15829.126,0.48961,-0.00121,12516.703,0.49661,0.01106,9909.4424,0.50509,0.02168,7835.48,0.51254,0.0296,6217.2461,0.5199,0.03682,4905.291,0.52789,0.04244,3881.2737,0.53772,0.04904,3070.9827,0.54519,0.05288,2430.7778,0.55387,0.05832,1923.1537,0.56511,0.06241,1522.4358,0.57297,0.06584,1203.8446,0.58478,0.07225,952.86591,0.59561,0.0755,754.27557,0.60736,0.08146,596.71857,0.61943,0.08373,471.96338,0.63201,0.08756,373.20856,0.64666,0.0925,295.47278,0.65916,0.09521,233.87738,0.67256,0.10085,185.05922,0.689,0.10424,146.35823,0.70325,0.11024,115.77804,0.71866,0.11619,91.6721,0.73555,0.1206,72.51701,0.75144,0.12809,57.36816,0.7691,0.13563,45.3629,0.78911,0.1445,35.93134,0.81175,0.15564,28.40909,0.83745,0.1678,22.48202,0.86585,0.17691,17.79613,0.89806,0.18605,14.06813,0.93497,0.18903,11.1448,0.96914,0.18679,8.81772,1.00808,0.18145,6.97545,1.04348,0.17045,5.5173,1.06921,0.1574,4.36941,1.09516,0.14087,3.45686,1.11409,0.12448,2.73547,1.13126,0.10976,2.16054,1.14511,0.09596,1.70952,1.15413,0.08561,1.35352,1.16149,0.07675,1.07079,1.16697,0.06922,0.84734,1.17335,0.06459,0.67072,1.1775,0.06218,0.53067,1.18249,0.06132,0.41976,1.18667,0.06275,0.33183,1.19273,0.06539,0.26261,1.19972,0.07264,0.20791,1.2057,0.08207,0.16452,1.21123,0.09408,0.13007,1.21852,0.10538,0.10309,1.22923,0.11952,0.08153,1.24365,0.1383,0.06443,1.26052,0.16203,0.05102,1.27767,0.18463,0.04042,1.30607,0.20992,0.03192,1.34514,0.24464,0.02528,1.38336,0.2915,0.01999,1.41765,0.34019,35,87
5,1,15829.126,0.30809,0.0014,12516.703,0.3167,0.01401,9909.4424,0.32457,0.02133,7835.48,0.33305,0.02956,6217.2461,0.34072,0.03567,4905.291,0.34952,0.03868,3881.2737,0.35834,0.04528,3070.9827,0.3667,0.04819,2430.7778,0.37457,0.05156,1923.1537,0.38248,0.05512,1522.4358,0.39229,0.05761,1203.8446,0.40022,0.06061,952.86591,0.4101,0.06331,754.27557,0.41986,0.06769,596.71857,0.42902,0.07127,471.96338,0.43942,0.075,373.20856,0.44885,0.08041,295.47278,0.46084,0.08443,233.87738,0.47306,0.08988,185.05922,0.48536,0.09361,146.35823,0.49767,0.10072,115.77804,0.51213,0.10712,91.6721,0.52593,0.11421,72.51701,0.53985,0.12246,57.36816,0.55658,0.13096,45.3629,0.57501,0.14254,35.93134,0.59232,0.15606,28.40909,0.61341,0.17201,22.48202,0.63917,0.18942,17.79613,0.66847,0.20768,14.06813,0.70371,0.22895,11.1448,0.74661,0.24855,8.81772,0.79371,0.26021,6.97545,0.84496,0.26775,5.5173,0.90174,0.2683,4.36941,0.94814,0.2586,3.45686,1.00091,0.24158,2.73547,1.04192,0.22474,2.16054,1.07586,0.19998,1.70952,1.10459,0.17759,1.35352,1.1258,0.1586,1.07079,1.14192,0.14278,0.84734,1.15381,0.12948,0.67072,1.16408,0.12027,0.53067,1.17309,0.11357,0.41976,1.18288,0.11214,0.33183,1.19108,0.11367,0.26261,1.20063,0.11793,0.20791,1.21302,0.12669,0.16452,1.22751,0.14273,0.13007,1.24068,0.16702,0.10309,1.25058,0.19525,0.08153,1.26089,0.22229,0.06443,1.27788,0.25375,0.05102,1.30569,0.28554,0.04042,1.33969,0.32622,0.03192,1.38287,0.36799,0.02528,1.44481,0.41478,0.01999,1.52827,0.48326,35,62
5,1,15829.126,0.31458,0.00833,12516.703,0.32685,0.02028,9909.4424,0.33491,0.0279,7835.48,0.34282,0.036,6217.2461,0.35184,0.04078,4905.291,0.36,0.0434,3881.2737,0.36889,0.04745,3070.9827,0.3785,0.05094,2430.7778,0.38644,0.05401,1923.1537,0.39631,0.05913,1522.4358,0.40451,0.05947,1203.8446,0.41271,0.06465,952.86591,0.42439,0.06662,754.27557,0.43439,0.0707,596.71857,0.44358,0.07244,471.96338,0.45477,0.07673,373.20856,0.46578,0.08136,295.47278,0.47632,0.08537,233.87738,0.48743,0.08814,185.05922,0.50196,0.09347,146.35823,0.51352,0.09805,115.77804,0.52832,0.10426,91.6721,0.54227,0.11197,72.51701,0.55516,0.11864,57.36816,0.57163,0.12972,45.3629,0.59083,0.13952,35.93134,0.60659,0.15256,28.40909,0.62999,0.16684,22.48202,0.65298,0.18337,17.79613,0.68164,0.20212,14.06813,0.71974,0.21984,11.1448,0.75958,0.23243,8.81772,0.8068,0.24298,6.97545,0.85316,0.25375,5.5173,0.90065,0.24463,4.36941,0.94506,0.23446,3.45686,0.99493,0.2141,2.73547,1.03617,0.20376,2.16054,1.06302,0.1894,1.70952,1.07876,0.17065,1.35352,1.09024,0.14979,1.07079,1.10052,0.124,0.84734,1.11758,0.09974,0.67072,1.14114,0.08447,0.53067,1.17226,0.08284,0.41976,1.19939,0.10328,0.33183,1.2072,0.14116,0.26261,1.18656,0.17961,0.20791,1.14036,0.19724,0.16452,1.08903,0.17663,0.13007,1.06302,0.1165,0.10309,1.09655,0.03229,0.08153,1.21264,-0.03609,0.06443,1.387,-0.03716,0.05102,1.61751,0.09902,0.04042,1.77313,0.41329,0.03192,1.71742,0.83338,0.02528,1.38161,1.1822,0.01999,0.83412,1.22975,35,60
5,1,15829.126,0.30664,0.00147,12516.703,0.31521,0.01317,9909.4424,0.32278,0.02201,7835.48,0.33112,0.03025,6217.2461,0.33963,0.03629,4905.291,0.34705,0.0419,3881.2737,0.35671,0.04493,3070.9827,0.36394,0.05163,2430.7778,0.37363,0.05548,1923.1537,0.38361,0.05853,1522.4358,0.39184,0.06105,1203.8446,0.39972,0.06555,952.86591,0.41229,0.06861,754.27557,0.42253,0.07223,596.71857,0.4344,0.07775,471.96338,0.44532,0.08179,373.20856,0.45697,0.08623,295.47278,0.46806,0.09187,233.87738,0.48232,0.09496,185.05922,0.49548,0.09985,146.35823,0.50912,0.10506,115.77804,0.52402,0.11209,91.6721,0.53845,0.11719,72.51701,0.5562,0.12508,57.36816,0.57253,0.13472,45.3629,0.59023,0.14697,35.93134,0.60936,0.15786,28.40909,0.63047,0.17231,22.48202,0.65752,0.18977,17.79613,0.68992,0.20681,14.06813,0.72933,0.22253,11.1448,0.77175,0.23205,8.81772,0.81977,0.23843,6.97545,0.87201,0.23471,5.5173,0.9137,0.22179,4.36941,0.95776,0.20647,3.45686,0.9897,0.18712,2.73547,1.01794,0.16318,2.16054,1.04,0.14274,1.70952,1.05642,0.12532,1.35352,1.06745,0.11044,1.07079,1.07721,0.09726,0.84734,1.08524,0.0882,0.67072,1.09189,0.08284,0.53067,1.09762,0.07982,0.41976,1.10225,0.07935,0.33183,1.10918,0.08084,0.26261,1.11613,0.08694,0.20791,1.123,0.09624,0.16452,1.12975,0.10738,0.13007,1.13995,0.11977,0.10309,1.15424,0.13685,0.08153,1.17133,0.16096,0.06443,1.18868,0.19052,0.05102,1.20455,0.21871,0.04042,1.23101,0.24726,0.03192,1.27067,0.28368,0.02528,1.31064,0.3301,0.01999,1.35105,0.37829,35,78
5,1,15829.126,0.79209,0.00813,12516.703,0.80264,0.02014,9909.4424,0.81013,0.02685,7835.48,0.82061,0.03263,6217.2461,0.82779,0.03698,4905.291,0.8373,0.04107,3881.2737,0.84513,0.04505,3070.9827,0.85311,0.04729,2430.7778,0.86167,0.04982,1923.1537,0.86929,0.05145,1522.4358,0.87775,0.05221,1203.8446,0.88463,0.05652,952.86591,0.89315,0.05785,754.27557,0.90227,0.05906,596.71857,0.91188,0.06462,471.96338,0.91954,0.06708,373.20856,0.93008,0.07012,295.47278,0.93926,0.07368,233.87738,0.94958,0.07733,185.05922,0.96054,0.0819,146.35823,0.97103,0.08598,115.77804,0.98337,0.09221,91.6721,0.99363,0.10033,72.51701,1.00857,0.10783,57.36816,1.02148,0.11891,45.3629,1.03779,0.12841,35.93134,1.05295,0.14105,28.40909,1.07478,0.15596,22.48202,1.09912,0.17237,17.79613,1.12686,0.18997,14.06813,1.16344,0.20495,11.1448,1.20257,0.21937,8.81772,1.24555,0.22547,6.97545,1.29161,0.22826,5.5173,1.33688,0.21685,4.36941,1.37523,0.20814,3.45686,1.41175,0.18833,2.73547,1.44266,0.17092,2.16054,1.46608,0.15244,1.70952,1.4841,0.13419,1.35352,1.49792,0.11821,1.07079,1.51019,0.10643,0.84734,1.51889,0.09709,0.67072,1.52662,0.0912,0.53067,1.53348,0.08677,0.41976,1.54131,0.08637,0.33183,1.54858,0.08992,0.26261,1.55524,0.09698,0.20791,1.56204,0.10395,0.16452,1.57191,0.11295,0.13007,1.58525,0.12679,0.10309,1.59902,0.14604,0.08153,1.61334,0.16795,0.06443,1.63304,0.19041,0.05102,1.66156,0.21343,0.04042,1.6969,0.24781,0.03192,1.73057,0.29042,0.02528,1.76211,0.32935,0.01999,1.80265,0.36066,45,77
5,2,15829.126,0.49087,-0.00176,12516.703,0.49638,0.0119,9909.4424,0.50368,0.02087,7835.48,0.5131,0.0302,6217.2461,0.52152,0.03741,4905.291,0.52948,0.04351,3881.2737,0.53736,0.04878,3070.9827,0.54605,0.05482,2430.7778,0.55646,0.06003,1923.1537,0.56487,0.06532,1522.4358,0.57592,0.06925,1203.8446,0.58773,0.07286,952.86591,0.59838,0.079,754.27557,0.6119,0.08389,596.71857,0.62588,0.08715,471.96338,0.6382,0.09169,373.20856,0.65345,0.09607,295.47278,0.66841,0.10049,233.87738,0.68455,0.10336,185.05922,0.69978,0.10783,146.35823,0.71533,0.113,115.77804,0.73134,0.11602,91.6721,0.74738,0.12283,72.51701,0.7678,0.12786,57.36816,0.7849,0.13861,45.3629,0.80417,0.14708,35.93134,0.82873,0.14889,28.40909,0.8565,0.16045,22.48202,0.88559,0.16581,17.79613,0.91544,0.1665,14.06813,0.94381,0.17357,11.1448,0.98244,0.15897,8.81772,1.01068,0.16358,6.97545,1.02516,0.14354,5.5173,1.05503,0.11384,4.36941,1.09235,0.10597,3.45686,1.10574,0.11169,2.73547,1.09701,0.11048,2.16054,1.08309,0.08924,1.70952,1.08064,0.05161,1.35352,1.10258,0.01652,1.07079,1.14384,0.00143,0.84734,1.18545,0.02027,0.67072,1.20597,0.06008,0.53067,1.18956,0.1192,0.41976,1.12963,0.15735,0.33183,1.05134,0.14587,0.26261,0.9952,0.08252,0.20791,0.99438,-0.01156,0.16452,1.06527,-0.09462,0.13007,1.19321,-0.12027,0.10309,1.33733,-0.0542,0.08153,1.43693,0.10537,0.06443,1.44069,0.28947,0.05102,1.30681,0.48232,0.04042,1.07036,0.57213,0.03192,0.82526,0.48027,0.02528,0.73983,0.21933,0.01999,0.87092,-0.05171,35,89
5,1,15829.126,0.77804,-0.00259,12516.703,0.78596,0.00853,9909.4424,0.79363,0.01655,7835.48,0.80134,0.02663,6217.2461,0.80965,0.02911,4905.291,0.81611,0.03402,3881.2737,0.82264,0.03975,3070.9827,0.83087,0.04224,2430.7778,0.83689,0.04407,1923.1537,0.84656,0.04799,1522.4358,0.85329,0.04988,1203.8446,0.86128,0.05441,952.86591,0.87,0.05697,754.27557,0.87816,0.0594,596.71857,0.88762,0.06151,471.96338,0.89585,0.06416,373.20856,0.90546,0.0686,295.47278,0.91599,0.07137,233.87738,0.92439,0.0744,185.05922,0.9351,0.08065,146.35823,0.94684,0.08554,115.77804,0.9578,0.0898,91.6721,0.97037,0.0969,72.51701,0.98276,0.10418,57.36816,0.99639,0.11302,45.3629,1.01339,0.12189,35.93134,1.03011,0.13509,28.40909,1.0529,0.14661,22.48202,1.07798,0.15942,17.79613,1.10698,0.16785,14.06813,1.1404,0.17557,11.1448,1.17445,0.17799,8.81772,1.21049,0.17519,6.97545,1.24383,0.16324,5.5173,1.27135,0.15327,4.36941,1.29912,0.13729,3.45686,1.31676,0.12311,2.73547,1.33365,0.10878,2.16054,1.34658,0.09495,1.70952,1.35618,0.08496,1.35352,1.36379,0.07776,1.07079,1.36945,0.07253,0.84734,1.37454,0.06864,0.67072,1.37962,0.06671,0.53067,1.38433,0.06724,0.41976,1.38941,0.06998,0.33183,1.39601,0.07465,0.26261,1.40397,0.08279,0.20791,1.41377,0.09556,0.16452,1.42096,0.11171,0.13007,1.4278,0.12792,0.10309,1.43845,0.14399,0.08153,1.45452,0.16286,0.06443,1.47456,0.18645,0.05102,1.49492,0.21368,0.04042,1.52219,0.23972,0.03192,1.56228,0.27287,0.02528,1.60915,0.31969,0.01999,1.65236,0.37903,45,89
5,1,15829.126,0.30749,0.00065,12516.703,0.31432,0.01124,9909.4424,0.3233,0.02183,7835.48,0.33041,0.02982,6217.2461,0.33896,0.03601,4905.291,0.34592,0.04153,3881.2737,0.35437,0.04819,3070.9827,0.36278,0.05075,2430.7778,0.37072,0.05542,1923.1537,0.38124,0.05859,1522.4358,0.38986,0.06409,1203.8446,0.3999,0.06696,952.86591,0.40839,0.07099,754.27557,0.41978,0.07477,596.71857,0.43015,0.07886,471.96338,0.44258,0.08193,373.20856,0.45368,0.08635,295.47278,0.46736,0.0894,233.87738,0.482,0.09542,185.05922,0.49455,0.10109,146.35823,0.50962,0.10383,115.77804,0.52488,0.11125,91.6721,0.53944,0.11881,72.51701,0.55474,0.12412,57.36816,0.57453,0.13501,45.3629,0.59408,0.1425,35.93134,0.61035,0.1542,28.40909,0.63488,0.1647,22.48202,0.66243,0.17883,17.79613,0.69237,0.19724,14.06813,0.73979,0.20637,11.1448,0.77025,0.20867,8.81772,0.82603,0.20261,6.97545,0.86629,0.20586,5.5173,0.88527,0.18786,4.36941,0.91539,0.15419,3.45686,0.9564,0.12546,2.73547,0.99302,0.11858,2.16054,1.00733,0.12538,1.70952,0.99631,0.12571,1.35352,0.97462,0.10889,1.07079,0.96034,0.072,0.84734,0.96969,0.02789,0.67072,0.99858,-0.00262,0.53067,1.04906,-0.00977,0.41976,1.09353,0.02271,0.33183,1.10594,0.0825,0.26261,1.07505,0.14369,0.20791,1.01005,0.17688,0.16452,0.93272,0.16459,0.13007,0.8769,0.10485,0.10309,0.8739,0.01296,0.08153,0.94792,-0.07951,0.06443,1.07959,-0.12061,0.05102,1.28429,-0.06435,0.04042,1.46699,0.14518,0.03192,1.50831,0.47665,0.02528,1.33006,0.80343,0.01999,0.94383,0.96427,35,81
5,2,15829.126,0.53297,0.0081,12516.703,0.54418,0.01735,9909.4424,0.55108,0.02671,7835.48,0.56143,0.03375,6217.2461,0.56932,0.04009,4905.291,0.57657,0.04571,3881.2737,0.586,0.05132,3070.9827,0.5952,0.05466,2430.7778,0.60358,0.05686,1923.1537,0.61281,0.05988,1522.4358,0.62215,0.06386,1203.8446,0.63344,0.06739,952.86591,0.64436,0.07228,754.27557,0.65474,0.0756,596.71857,0.66529,0.07903,471.96338,0.67848,0.08208,373.20856,0.68864,0.08642,295.47278,0.70344,0.09022,233.87738,0.71313,0.09532,185.05922,0.72845,0.10067,146.35823,0.74033,0.10387,115.77804,0.75523,0.1118,91.6721,0.76868,0.11824,72.51701,0.78509,0.12728,57.36816,0.8017,0.13626,45.3629,0.81881,0.14802,35.93134,0.8382,0.16273,28.40909,0.86094,0.1774,22.48202,0.88814,0.19629,17.79613,0.92021,0.21649,14.06813,0.96083,0.2341,11.1448,1.00597,0.24787,8.81772,1.05649,0.25569,6.97545,1.10668,0.26023,5.5173,1.16069,0.24668,4.36941,1.2049,0.23541,3.45686,1.24815,0.21226,2.73547,1.28381,0.19113,2.16054,1.30894,0.16814,1.70952,1.32888,0.14643,1.35352,1.34463,0.1275,1.07079,1.35609,0.11142,0.84734,1.36438,0.09968,0.67072,1.37205,0.09172,0.53067,1.37892,0.08513,0.41976,1.38555,0.08348,0.33183,1.39223,0.0869,0.26261,1.39664,0.09238,0.20791,1.40121,0.09903,0.16452,1.40908,0.10767,0.13007,1.41966,0.12109,0.10309,1.43126,0.13968,0.08153,1.44476,0.16009,0.06443,1.46426,0.1839,0.05102,1.49424,0.2109,0.04042,1.52776,0.25149,0.03192,1.55823,0.29816,0.02528,1.58648,0.33919,0.01999,1.62591,0.37309,35,70
