Battery,Cell,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,Temperature,SOH
5,2,15829.126,0.45517,-0.00673,12516.703,0.46243,0.00544,9909.4424,0.46999,0.01523,7835.48,0.47501,0.02422,6217.2461,0.48272,0.03175,4905.291,0.4898,0.03889,3881.2737,0.49908,0.04424,3070.9827,0.50637,0.04729,2430.7778,0.51528,0.05282,1923.1537,0.52317,0.05713,1522.4358,0.53143,0.0597,1203.8446,0.54382,0.06417,952.86591,0.5539,0.06653,754.27557,0.56326,0.07217,596.71857,0.57449,0.07435,471.96338,0.58532,0.07766,373.20856,0.59764,0.08346,295.47278,0.60936,0.08642,233.87738,0.62134,0.08939,185.05922,0.63286,0.0954,146.35823,0.64874,0.09937,115.77804,0.6632,0.10747,91.6721,0.67887,0.11382,72.51701,0.69505,0.12191,57.36816,0.71595,0.12896,45.3629,0.73743,0.13769,35.93134,0.76271,0.14279,28.40909,0.78962,0.14711,22.48202,0.81902,0.14544,17.79613,0.84752,0.14137,14.06813,0.87352,0.13342,11.1448,0.89601,0.12218,8.81772,0.91726,0.10909,6.97545,0.9301,0.0974,5.5173,0.94133,0.08406,4.36941,0.95151,0.07093,3.45686,0.96279,0.06434,2.73547,0.96734,0.06027,2.16054,0.97029,0.0566,1.70952,0.97136,0.05235,1.35352,0.97368,0.04572,1.07079,0.97922,0.04132,0.84734,0.9881,0.03937,0.67072,0.99768,0.04174,0.53067,1.00751,0.05137,0.41976,1.01118,0.06541,0.33183,1.00791,0.07858,0.26261,1.00203,0.08672,0.20791,1.00014,0.08856,0.16452,1.00539,0.08731,0.13007,1.01969,0.08835,0.10309,1.04349,0.09613,0.08153,1.0741,0.11553,0.06443,1.10388,0.14823,0.05102,1.13068,0.19694,0.04042,1.14117,0.24932,0.03192,1.14186,0.29211,0.02528,1.14804,0.31781,0.01999,1.17244,0.33564,35,79
5,2,15829.126,0.39098,-0.00189,12516.703,0.3995,0.00937,9909.4424,0.40715,0.01758,7835.48,0.41358,0.02431,6217.2461,0.42077,0.03024,4905.291,0.42742,0.03505,3881.2737,0.43667,0.03867,3070.9827,0.44292,0.0404,2430.7778,0.45017,0.04439,1923.1537,0.45734,0.04781,1522.4358,0.46385,0.04848,1203.8446,0.47291,0.05221,952.86591,0.47969,0.05404,754.27557,0.48844,0.05597,596.71857,0.49469,0.05666,471.96338,0.50355,0.06261,373.20856,0.51362,0.06513,295.47278,0.52155,0.06797,233.87738,0.53052,0.07232,185.05922,0.54032,0.07703,146.35823,0.55128,0.08328,115.77804,0.56419,0.0884,91.6721,0.57495,0.09687,72.51701,0.5912,0.10511,57.36816,0.60602,0.11275,45.3629,0.62614,0.12209,35.93134,0.64893,0.12874,28.40909,0.67342,0.13224,22.48202,0.70124,0.1333,17.79613,0.72781,0.13054,14.06813,0.7516,0.12357,11.1448,0.77373,0.11049,8.81772,0.79242,0.10056,6.97545,0.80504,0.08696,5.5173,0.8158,0.07719,4.36941,0.82698,0.06697,3.45686,0.83302,0.06081,2.73547,0.83621,0.05517,2.16054,0.83825,0.04947,1.70952,0.84102,0.04267,1.35352,0.84571,0.03785,1.07079,0.85338,0.03578,0.84734,0.86183,0.03964,0.67072,0.86711,0.04553,0.53067,0.86845,0.0561,0.41976,0.86481,0.06421,0.33183,0.86125,0.06827,0.26261,0.86114,0.06837,0.20791,0.86787,0.06837,0.16452,0.88134,0.07166,0.13007,0.90172,0.08171,0.10309,0.92613,0.10189,0.08153,0.94899,0.13495,0.06443,0.96433,0.17413,0.05102,0.96695,0.2146,0.04042,0.96688,0.24228,0.03192,0.97568,0.25914,0.02528,1.00045,0.27208,0.01999,1.04174,0.28751,45,76
5,2,15829.126,0.29007,-0.00872,12516.703,0.29897,0.00943,9909.4424,0.30655,0.02329,7835.48,0.31659,0.03647,6217.2461,0.32427,0.04864,4905.291,0.33632,0.05953,3881.2737,0.34769,0.0694,3070.9827,0.36135,0.07831,2430.7778,0.37347,0.08923,1923.1537,0.38914,0.09764,1522.4358,0.40425,0.10573,1203.8446,0.42046,0.11323,952.86591,0.439,0.12265,754.27557,0.45864,0.13132,596.71857,0.47756,0.13822,471.96338,0.50026,0.1453,373.20856,0.52408,0.15477,295.47278,0.5466,0.16091,233.87738,0.57031,0.16901,185.05922,0.5952,0.17411,146.35823,0.62506,0.18302,115.77804,0.65153,0.18834,91.6721,0.67814,0.19312,72.51701,0.71315,0.20016,57.36816,0.7425,0.2136,45.3629,0.77609,0.21933,35.93134,0.80347,0.21741,28.40909,0.84432,0.22931,22.48202,0.87728,0.2334,17.79613,0.90528,0.24157,14.06813,0.94892,0.27753,11.1448,0.99989,0.24997,8.81772,1.06501,0.29443,6.97545,1.07895,0.28315,5.5173,1.12724,0.22709,4.36941,1.22886,0.19939,3.45686,1.30114,0.23356,2.73547,1.3008,0.27147,2.16054,1.2532,0.25681,1.70952,1.21258,0.17377,1.35352,1.23397,0.05212,1.07079,1.33885,-0.04872,0.84734,1.50328,-0.06426,0.67072,1.64474,0.01673,0.53067,1.71362,0.21721,0.41976,1.62095,0.43701,0.33183,1.37748,0.55254,0.26261,1.08416,0.46579,0.20791,0.89788,0.15996,0.16452,0.97118,-0.25913,0.13007,1.35753,-0.59187,0.10309,1.95898,-0.62383,0.08153,2.55545,-0.25671,0.06443,2.89839,0.3607,0.05102,2.85691,1.24174,0.04042,2.32105,1.96373,0.03192,1.45114,2.19131,0.02528,0.61717,1.70438,0.01999,0.26393,0.57217,25,100
5,1,15829.126,0.42472,-0.02149,12516.703,0.4291,-0.00618,9909.4424,0.43623,0.00777,7835.48,0.44323,0.01977,6217.2461,0.45105,0.02915,4905.291,0.46024,0.03718,3881.2737,0.46697,0.04539,3070.9827,0.47638,0.05231,2430.7778,0.48703,0.05892,1923.1537,0.49565,0.06574,1522.4358,0.50708,0.07107,1203.8446,0.51832,0.07779,952.86591,0.53042,0.08476,754.27557,0.54372,0.08818,596.71857,0.55795,0.09668,471.96338,0.57161,0.10347,373.20856,0.58698,0.10966,295.47278,0.60438,0.11624,233.87738,0.61986,0.123,185.05922,0.63967,0.13075,146.35823,0.6588,0.1373,115.77804,0.67792,0.14528,91.6721,0.69959,0.15362,72.51701,0.72124,0.1627,57.36816,0.7441,0.17278,45.3629,0.7679,0.18391,35.93134,0.79389,0.19583,28.40909,0.82499,0.21095,22.48202,0.85929,0.22689,17.79613,0.89826,0.24244,14.06813,0.94541,0.25509,11.1448,0.99481,0.25938,8.81772,1.0465,0.25922,6.97545,1.09774,0.25211,5.5173,1.14303,0.23181,4.36941,1.18253,0.21345,3.45686,1.21547,0.18914,2.73547,1.24175,0.16695,2.16054,1.26176,0.14714,1.70952,1.27617,0.12934,1.35352,1.28848,0.11491,1.07079,1.30006,0.10388,0.84734,1.30777,0.09702,0.67072,1.31539,0.0927,0.53067,1.32188,0.08966,0.41976,1.32875,0.08973,0.33183,1.33675,0.0929,0.26261,1.34376,0.09857,0.20791,1.35226,0.10661,0.16452,1.36303,0.11824,0.13007,1.3774,0.13526,0.10309,1.39145,0.16064,0.08153,1.40214,0.19059,0.06443,1.41483,0.22367,0.05102,1.43212,0.25136,0.04042,1.46073,0.28706,0.03192,1.49652,0.33179,0.02528,1.53859,0.37702,0.01999,1.59875,0.42455,25,76
5,1,15829.126,0.30219,-0.00399,12516.703,0.30876,0.00769,9909.4424,0.31642,0.01924,7835.48,0.32519,0.02697,6217.2461,0.33205,0.03212,4905.291,0.34033,0.03816,3881.2737,0.34733,0.04363,3070.9827,0.35724,0.04649,2430.7778,0.36457,0.05089,1923.1537,0.37065,0.05446,1522.4358,0.38268,0.05749,1203.8446,0.38925,0.06094,952.86591,0.39895,0.06333,754.27557,0.40976,0.06725,596.71857,0.41758,0.0707,471.96338,0.42913,0.07704,373.20856,0.44053,0.07953,295.47278,0.45124,0.08436,233.87738,0.46345,0.08878,185.05922,0.47646,0.0936,146.35823,0.4885,0.10043,115.77804,0.5011,0.10773,91.6721,0.5157,0.11561,72.51701,0.53162,0.12469,57.36816,0.54859,0.13404,45.3629,0.56847,0.14692,35.93134,0.59414,0.16018,28.40909,0.61995,0.17166,22.48202,0.65361,0.18361,17.79613,0.69054,0.18974,14.06813,0.72786,0.19131,11.1448,0.76534,0.1847,8.81772,0.80107,0.17341,6.97545,0.83027,0.15809,5.5173,0.85558,0.14178,4.36941,0.87465,0.12444,3.45686,0.89132,0.10898,2.73547,0.90192,0.0955,2.16054,0.91083,0.08336,1.70952,0.91879,0.07522,1.35352,0.92475,0.06999,1.07079,0.92966,0.06555,0.84734,0.93462,0.06235,0.67072,0.93898,0.0619,0.53067,0.94467,0.06328,0.41976,0.94967,0.06692,0.33183,0.95506,0.07185,0.26261,0.96188,0.07893,0.20791,0.97089,0.09014,0.16452,0.97952,0.10546,0.13007,0.98693,0.12416,0.10309,0.99397,0.14245,0.08153,1.00727,0.16185,0.06443,1.0251,0.1866,0.05102,1.04745,0.21639,0.04042,1.0726,0.24733,0.03192,1.10936,0.2795,0.02528,1.15992,0.32167,0.01999,1.21563,0.3817,35,71
5,3,15829.126,0.30045,-0.0023,12516.703,0.30904,0.0137,9909.4424,0.31792,0.02886,7835.48,0.32725,0.04212,6217.2461,0.3371,0.05309,4905.291,0.34888,0.06352,3881.2737,0.3604,0.07344,3070.9827,0.37443,0.08134,2430.7778,0.38863,0.09094,1923.1537,0.40398,0.09909,1522.4358,0.41899,0.1074,1203.8446,0.43723,0.11542,952.86591,0.45557,0.12453,754.27557,0.47419,0.13141,596.71857,0.49466,0.13926,471.96338,0.51702,0.14623,373.20856,0.54068,0.15276,295.47278,0.56351,0.15974,233.87738,0.58869,0.16577,185.05922,0.61416,0.17144,146.35823,0.64065,0.17813,115.77804,0.66834,0.18331,91.6721,0.69501,0.18869,72.51701,0.72385,0.19508,57.36816,0.75217,0.19908,45.3629,0.77999,0.20563,35.93134,0.80724,0.21152,28.40909,0.83376,0.22337,22.48202,0.8636,0.23616,17.79613,0.89423,0.25169,14.06813,0.93126,0.27249,11.1448,0.97553,0.29294,8.81772,1.02352,0.3133,6.97545,1.08146,0.33805,5.5173,1.14763,0.33843,4.36941,1.21222,0.35308,3.45686,1.27723,0.33921,2.73547,1.3486,0.32733,2.16054,1.40394,0.30693,1.70952,1.45232,0.27805,1.35352,1.49433,0.24841,1.07079,1.52716,0.22282,0.84734,1.55228,0.20003,0.67072,1.5726,0.18106,0.53067,1.58978,0.16403,0.41976,1.60595,0.15347,0.33183,1.62018,0.14812,0.26261,1.63125,0.14657,0.20791,1.64209,0.14745,0.16452,1.65517,0.15148,0.13007,1.66997,0.16126,0.10309,1.68552,0.17654,0.08153,1.7004,0.19622,0.06443,1.71937,0.21998,0.05102,1.74583,0.24488,0.04042,1.78012,0.28324,0.03192,1.81268,0.33418,0.02528,1.84282,0.386,0.01999,1.88063,0.43411,25,100
5,1,15829.126,0.78442,0.00779,12516.703,0.79409,0.01797,9909.4424,0.80256,0.02562,7835.48,0.81219,0.03231,6217.2461,0.82014,0.0365,4905.291,0.82768,0.04036,3881.2737,0.83451,0.04488,3070.9827,0.84443,0.04691,2430.7778,0.85346,0.04855,1923.1537,0.8608,0.05149,1522.4358,0.86794,0.05328,1203.8446,0.87787,0.05597,952.86591,0.88444,0.05859,754.27557,0.8931,0.06156,596.71857,0.90215,0.06222,471.96338,0.91012,0.0673,373.20856,0.91954,0.06974,295.47278,0.93043,0.07326,233.87738,0.94087,0.07694,185.05922,0.95128,0.081,146.35823,0.96147,0.087,115.77804,0.97298,0.09209,91.6721,0.98627,0.09997,72.51701,0.99753,0.10798,57.36816,1.01256,0.11717,45.3629,1.02793,0.12786,35.93134,1.04527,0.14044,28.40909,1.06484,0.15647,22.48202,1.088,0.17311,17.79613,1.11733,0.18987,14.06813,1.15108,0.20511,11.1448,1.19214,0.21773,8.81772,1.23631,0.22583,6.97545,1.28019,0.22007,5.5173,1.32108,0.21786,4.36941,1.36464,0.20187,3.45686,1.4007,0.18764,2.73547,1.42828,0.16824,2.16054,1.45274,0.14765,1.70952,1.47212,0.13171,1.35352,1.48528,0.11698,1.07079,1.49658,0.10507,0.84734,1.50494,0.09551,0.67072,1.51297,0.08939,0.53067,1.52114,0.08706,0.41976,1.52616,0.08684,0.33183,1.53317,0.08814,0.26261,1.5424,0.09316,0.20791,1.55229,0.10234,0.16452,1.56149,0.11562,0.13007,1.5709,0.1308,0.10309,1.58291,0.14497,0.08153,1.60114,0.16303,0.06443,1.62411,0.18697,0.05102,1.64611,0.21641,0.04042,1.67188,0.24296,0.03192,1.70966,0.27171,0.02528,1.75832,0.30743,0.01999,1.80952,0.35553,45,78
5,1,15829.126,0.70466,-0.00207,12516.703,0.71169,0.01009,9909.4424,0.72025,0.01871,7835.48,0.72656,0.02414,6217.2461,0.73288,0.03109,4905.291,0.74067,0.03513,3881.2737,0.74808,0.03897,3070.9827,0.75464,0.04455,2430.7778,0.76347,0.04526,1923.1537,0.77213,0.04843,1522.4358,0.77761,0.05084,1203.8446,0.78632,0.05576,952.86591,0.79379,0.05638,754.27557,0.80393,0.05908,596.71857,0.81168,0.06347,471.96338,0.82125,0.06504,373.20856,0.82862,0.06776,295.47278,0.84117,0.07216,233.87738,0.84959,0.07677,185.05922,0.86238,0.08018,146.35823,0.8711,0.0846,115.77804,0.88468,0.09014,91.6721,0.89709,0.09845,72.51701,0.90725,0.10298,57.36816,0.923,0.10898,45.3629,0.93848,0.11871,35.93134,0.95955,0.13438,28.40909,0.97629,0.14311,22.48202,1.00218,0.15764,17.79613,1.03575,0.16603,14.06813,1.0684,0.16328,11.1448,1.0986,0.17241,8.81772,1.12863,0.15378,6.97545,1.1703,0.14364,5.5173,1.19323,0.14641,4.36941,1.19932,0.12965,3.45686,1.20982,0.10096,2.73547,1.23365,0.07168,2.16054,1.26391,0.06054,1.70952,1.28532,0.0697,1.35352,1.2849,0.08835,1.07079,1.26278,0.09822,0.84734,1.23196,0.08699,0.67072,1.21377,0.05978,0.53067,1.21602,0.01771,0.41976,1.24745,-0.01504,0.33183,1.29614,-0.01881,0.26261,1.3406,0.012,0.20791,1.36225,0.0701,0.16452,1.34654,0.13723,0.13007,1.29324,0.19101,0.10309,1.21486,0.20708,0.08153,1.13889,0.16662,0.06443,1.10251,0.08885,0.05102,1.1484,-0.04203,0.04042,1.30639,-0.14305,0.03192,1.56415,-0.12714,0.02528,1.82809,0.0667,0.01999,1.96323,0.43934,45,88
5,5,15829.126,0.45569,-0.00709,12516.703,0.46023,0.00518,9909.4424,0.46762,0.01653,7835.48,0.47537,0.0251,6217.2461,0.48298,0.03357,4905.291,0.48987,0.04089,3881.2737,0.49768,0.04806,3070.9827,0.50742,0.05471,2430.7778,0.51579,0.05907,1923.1537,0.52718,0.06532,1522.4358,0.53812,0.07138,1203.8446,0.54766,0.07588,952.86591,0.56164,0.0828,754.27557,0.57193,0.08522,596.71857,0.58576,0.09091,471.96338,0.60001,0.09662,373.20856,0.61503,0.10172,295.47278,0.6297,0.10749,233.87738,0.64567,0.11302,185.05922,0.66266,0.1177,146.35823,0.67996,0.12425,115.77804,0.6994,0.13127,91.6721,0.71801,0.13829,72.51701,0.7372,0.14677,57.36816,0.7602,0.15518,45.3629,0.78424,0.16414,35.93134,0.81098,0.1751,28.40909,0.83984,0.18461,22.48202,0.87457,0.19023,17.79613,0.9102,0.19165,14.06813,0.94757,0.1881,11.1448,0.98596,0.1815,8.81772,1.01601,0.1694,6.97545,1.04416,0.15523,5.5173,1.06784,0.13657,4.36941,1.0864,0.1228,3.45686,1.10176,0.10764,2.73547,1.11418,0.09506,2.16054,1.12353,0.08562,1.70952,1.13113,0.07726,1.35352,1.13799,0.07059,1.07079,1.14444,0.06664,0.84734,1.15004,0.06482,0.67072,1.15492,0.06422,0.53067,1.15959,0.06427,0.41976,1.1657,0.06648,0.33183,1.17182,0.07181,0.26261,1.17741,0.07885,0.20791,1.18443,0.08685,0.16452,1.19323,0.09705,0.13007,1.20484,0.11211,0.10309,1.21634,0.13261,0.08153,1.22625,0.15552,0.06443,1.23967,0.18025,0.05102,1.2578,0.2034,0.04042,1.28418,0.23425,0.03192,1.31364,0.27202,0.02528,1.34545,0.30941,0.01999,1.38982,0.34701,25,76
5,2,15829.126,0.48472,0.00156,12516.703,0.49156,0.01311,9909.4424,0.49913,0.02186,7835.48,0.50604,0.03201,6217.2461,0.5159,0.03763,4905.291,0.52368,0.04243,3881.2737,0.53196,0.04783,3070.9827,0.5423,0.05259,2430.7778,0.54967,0.05847,1923.1537,0.56009,0.06229,1522.4358,0.56953,0.06759,1203.8446,0.58127,0.07195,952.86591,0.59245,0.07579,754.27557,0.6056,0.07919,596.71857,0.61676,0.08517,471.96338,0.62927,0.08904,373.20856,0.64326,0.09106,295.47278,0.65805,0.09674,233.87738,0.67065,0.09974,185.05922,0.6856,0.10515,146.35823,0.69895,0.10936,115.77804,0.71508,0.11544,91.6721,0.73247,0.12041,72.51701,0.748,0.12719,57.36816,0.76992,0.13414,45.3629,0.78899,0.14409,35.93134,0.80732,0.15448,28.40909,0.83347,0.16303,22.48202,0.86206,0.17199,17.79613,0.89068,0.18408,14.06813,0.9387,0.18741,11.1448,0.96277,0.1825,8.81772,1.01241,0.17201,6.97545,1.0418,0.17574,5.5173,1.05237,0.15584,4.36941,1.07452,0.12215,3.45686,1.11323,0.09572,2.73547,1.14662,0.09817,2.16054,1.15407,0.11152,1.70952,1.13673,0.11702,1.35352,1.10795,0.10103,1.07079,1.08985,0.05984,0.84734,1.10088,0.00918,0.67072,1.13735,-0.02545,0.53067,1.20292,-0.03018,0.41976,1.26177,0.01707,0.33183,1.27851,0.10377,0.26261,1.23462,0.19175,0.20791,1.13737,0.23896,0.16452,1.0244,0.21446,0.13007,0.94929,0.11638,0.10309,0.95806,-0.0188,0.08153,1.06851,-0.13182,0.06443,1.23203,-0.16893,0.05102,1.46163,-0.08537,0.04042,1.6213,0.15179,0.03192,1.59526,0.4435,0.02528,1.40378,0.63605,0.01999,1.16703,0.61762,35,84
5,2,15829.126,0.53324,-0.00305,12516.703,0.54208,0.00888,9909.4424,0.55025,0.02008,7835.48,0.55683,0.02492,6217.2461,0.56281,0.03156,4905.291,0.5722,0.03908,3881.2737,0.57933,0.043,3070.9827,0.58667,0.04715,2430.7778,0.59734,0.05253,1923.1537,0.6043,0.05374,1522.4358,0.61471,0.05936,1203.8446,0.6228,0.06177,952.86591,0.63095,0.06496,754.27557,0.6411,0.06938,596.71857,0.6521,0.07299,471.96338,0.66308,0.07494,373.20856,0.67419,0.07942,295.47278,0.68633,0.08253,233.87738,0.69746,0.08867,185.05922,0.70857,0.09225,146.35823,0.72084,0.0975,115.77804,0.73362,0.10337,91.6721,0.74918,0.11305,72.51701,0.76361,0.12054,57.36816,0.7814,0.13105,45.3629,0.8006,0.14151,35.93134,0.82494,0.1543,28.40909,0.85218,0.16474,22.48202,0.88363,0.17442,17.79613,0.91938,0.18086,14.06813,0.95687,0.17814,11.1448,0.99253,0.17191,8.81772,1.02348,0.16056,6.97545,1.05147,0.14439,5.5173,1.07299,0.1295,4.36941,1.09169,0.11292,3.45686,1.10402,0.09881,2.73547,1.11423,0.08663,2.16054,1.12309,0.07551,1.70952,1.12961,0.06809,1.35352,1.13463,0.06207,1.07079,1.13952,0.05792,0.84734,1.14447,0.05575,0.67072,1.14901,0.05664,0.53067,1.15217,0.058,0.41976,1.15587,0.06131,0.33183,1.16146,0.06528,0.26261,1.16749,0.07235,0.20791,1.17321,0.0818,0.16452,1.1797,0.09298,0.13007,1.18953,0.10632,0.10309,1.2035,0.12375,0.08153,1.21862,0.14893,0.06443,1.23428,0.17913,0.05102,1.24676,0.20818,0.04042,1.26673,0.23518,0.03192,1.29639,0.26666,0.02528,1.33252,0.30257,0.01999,1.37124,0.34056,35,70
5,5,15829.126,0.4836,0.00178,12516.703,0.48928,0.01462,9909.4424,0.49833,0.02565,7835.48,0.50525,0.03116,6217.2461,0.5129,0.04021,4905.291,0.52248,0.04497,3881.2737,0.53105,0.05267,3070.9827,0.53954,0.05767,2430.7778,0.54853,0.06142,1923.1537,0.55819,0.0684,1522.4358,0.57013,0.07181,1203.8446,0.58029,0.07727,952.86591,0.59335,0.08164,754.27557,0.60599,0.08784,596.71857,0.61976,0.09398,471.96338,0.63312,0.09885,373.20856,0.64896,0.10456,295.47278,0.6624,0.1109,233.87738,0.68067,0.11574,185.05922,0.69788,0.12385,146.35823,0.71596,0.12925,115.77804,0.73436,0.1365,91.6721,0.75296,0.14299,72.51701,0.77299,0.15037,57.36816,0.79266,0.16001,45.3629,0.81336,0.16915,35.93134,0.83481,0.18029,28.40909,0.85835,0.19991,22.48202,0.88421,0.21934,17.79613,0.91622,0.24044,14.06813,0.95193,0.26648,11.1448,0.9962,0.28992,8.81772,1.0506,0.31384,6.97545,1.10915,0.32402,5.5173,1.17767,0.33893,4.36941,1.24297,0.32821,3.45686,1.31356,0.32069,2.73547,1.36781,0.29904,2.16054,1.42053,0.26746,1.70952,1.46359,0.23842,1.35352,1.4956,0.20914,1.07079,1.51791,0.18294,0.84734,1.53524,0.15908,0.67072,1.54938,0.14105,0.53067,1.56012,0.12776,0.41976,1.56864,0.11876,0.33183,1.5761,0.1139,0.26261,1.58391,0.11325,0.20791,1.59329,0.11794,0.16452,1.60158,0.12859,0.13007,1.60931,0.14439,0.10309,1.61805,0.16192,0.08153,1.6329,0.18258,0.06443,1.65415,0.21192,0.05102,1.67909,0.25045,0.04042,1.70355,0.2913,0.03192,1.73866,0.33066,0.02528,1.79049,0.37517,0.01999,1.85273,0.43445,25,67
5,2,15829.126,0.40057,-0.00107,12516.703,0.40662,0.01051,9909.4424,0.41538,0.01869,7835.48,0.42466,0.02577,6217.2461,0.43007,0.03101,4905.291,0.436,0.03654,3881.2737,0.44544,0.04049,3070.9827,0.454,0.04531,2430.7778,0.46072,0.0473,1923.1537,0.46905,0.05002,1522.4358,0.47724,0.05318,1203.8446,0.48423,0.05633,952.86591,0.49369,0.05918,754.27557,0.50281,0.06294,596.71857,0.51187,0.06547,471.96338,0.52074,0.06731,373.20856,0.53116,0.07108,295.47278,0.54036,0.073,233.87738,0.55125,0.07736,185.05922,0.56084,0.08102,146.35823,0.57176,0.08454,115.77804,0.58331,0.09168,91.6721,0.5965,0.09717,72.51701,0.60796,0.10406,57.36816,0.62058,0.11291,45.3629,0.6388,0.12071,35.93134,0.65707,0.13164,28.40909,0.67801,0.14425,22.48202,0.70276,0.15472,17.79613,0.73395,0.16388,14.06813,0.76669,0.16792,11.1448,0.7992,0.1683,8.81772,0.83194,0.16411,6.97545,0.86318,0.15087,5.5173,0.88611,0.13904,4.36941,0.91154,0.12535,3.45686,0.92911,0.11332,2.73547,0.94201,0.09788,2.16054,0.95354,0.08649,1.70952,0.96326,0.078,1.35352,0.96875,0.07228,1.07079,0.97415,0.06735,0.84734,0.97819,0.06378,0.67072,0.98354,0.06305,0.53067,0.98787,0.06444,0.41976,0.99286,0.0672,0.33183,0.99946,0.07245,0.26261,1.008,0.0821,0.20791,1.01617,0.0956,0.16452,1.02257,0.11251,0.13007,1.02892,0.12861,0.10309,1.03933,0.14513,0.08153,1.05439,0.16598,0.06443,1.07482,0.19146,0.05102,1.09498,0.21784,0.04042,1.12505,0.24564,0.03192,1.16723,0.28432,0.02528,1.21484,0.33805,0.01999,1.25591,0.4051,45,89
5,1,15829.126,0.36092,-0.0258,12516.703,0.36832,-0.00863,9909.4424,0.37385,0.00478,7835.48,0.3814,0.01698,6217.2461,0.38764,0.02845,4905.291,0.39449,0.03808,3881.2737,0.40467,0.04664,3070.9827,0.41408,0.05371,2430.7778,0.42343,0.06202,1923.1537,0.43367,0.06885,1522.4358,0.44545,0.07731,1203.8446,0.45849,0.08298,952.86591,0.47158,0.08925,754.27557,0.48516,0.09643,596.71857,0.50055,0.10298,471.96338,0.51666,0.11097,373.20856,0.53299,0.11618,295.47278,0.54981,0.12453,233.87738,0.56956,0.13028,185.05922,0.5891,0.13777,146.35823,0.61201,0.14455,115.77804,0.63199,0.15211,91.6721,0.65654,0.15861,72.51701,0.6804,0.16829,57.36816,0.70706,0.17591,45.3629,0.73743,0.18238,35.93134,0.76708,0.18903,28.40909,0.80207,0.19255,22.48202,0.83853,0.19284,17.79613,0.87498,0.18712,14.06813,0.90656,0.17939,11.1448,0.94118,0.16618,8.81772,0.96741,0.1508,6.97545,0.98737,0.13434,5.5173,1.00694,0.11784,4.36941,1.02416,0.10421,3.45686,1.03498,0.09416,2.73547,1.04072,0.0894,2.16054,1.04603,0.07732,1.70952,1.05164,0.0681,1.35352,1.05898,0.05979,1.07079,1.06904,0.05463,0.84734,1.08071,0.05518,0.67072,1.09039,0.06076,0.53067,1.09603,0.07261,0.41976,1.0936,0.08308,0.33183,1.08796,0.08818,0.26261,1.08547,0.08741,0.20791,1.09023,0.08361,0.16452,1.10504,0.0821,0.13007,1.12841,0.0878,0.10309,1.15695,0.10654,0.08153,1.18473,0.14127,0.06443,1.20438,0.18602,0.05102,1.20884,0.23808,0.04042,1.20338,0.27836,0.03192,1.20625,0.30299,0.02528,1.22791,0.32141,0.01999,1.26979,0.34356,25,84
